Date,PM2.5,AQI,AQI-Bucket
2019-05-15,25.9,,
15,25.9,80.0,Moderate
2019-05-16,-,,
16,,,Invalid
2019-05-17,-,,
17,,,Invalid
2019-05-18,-,,
18,,,Invalid
2019-05-19,-,,
19,,,Invalid
2019-05-20,27.8,,
20,27.8,84.0,Moderate
2019-05-21,29.4,,
21,29.4,87.0,Moderate
2019-05-22,35.2,,
22,35.2,100.0,Moderate
2019-05-23,37,,
23,37.0,105.0,Unhealthy for Sensitive Groups
2019-05-24,24.1,,
24,24.1,76.0,Moderate
2019-05-25,24.1,,
25,24.1,76.0,Moderate
2019-05-26,29.4,,
26,29.4,87.0,Moderate
2019-05-27,25.9,,
27,25.9,80.0,Moderate
2019-05-28,33.5,,
28,33.5,96.0,Moderate
2019-05-29,35.2,,
29,35.2,100.0,Moderate
2019-05-30,27.8,,
30,27.8,84.0,Moderate
2019-05-31,27.8,,
31,27.8,84.0,Moderate
2019-05-,29.5,,
,29.5,88.0,Moderate
2019-06-1,27.8,,
1,27.8,84.0,Moderate
2019-06-2,25.9,,
2,25.9,80.0,Moderate
2019-06-3,31.7,,
3,31.7,92.0,Moderate
2019-06-4,29.4,,
4,29.4,87.0,Moderate
2019-06-5,27.8,,
5,27.8,84.0,Moderate
2019-06-6,27.8,,
6,27.8,84.0,Moderate
2019-06-7,24.1,,
7,24.1,76.0,Moderate
2019-06-8,27.8,,
8,27.8,84.0,Moderate
2019-06-9,29.4,,
9,29.4,87.0,Moderate
2019-06-10,29.4,,
10,29.4,87.0,Moderate
2019-06-11,29.4,,
11,29.4,87.0,Moderate
2019-06-12,18.3,,
12,18.3,64.0,Moderate
2019-06-13,33.5,,
13,33.5,96.0,Moderate
2019-06-14,33.5,,
14,33.5,96.0,Moderate
2019-06-15,25.9,,
15,25.9,80.0,Moderate
2019-06-16,22.2,,
16,22.2,72.0,Moderate
2019-06-17,22.2,,
17,22.2,72.0,Moderate
2019-06-18,31.7,,
18,31.7,92.0,Moderate
2019-06-19,24.1,,
19,24.1,76.0,Moderate
2019-06-20,29.4,,
20,29.4,87.0,Moderate
2019-06-21,55.4,,
21,55.4,150.0,Unhealthy for Sensitive Groups
2019-06-22,35.2,,
22,35.2,100.0,Moderate
2019-06-23,27.8,,
23,27.8,84.0,Moderate
2019-06-24,22.2,,
24,22.2,72.0,Moderate
2019-06-25,27.8,,
25,27.8,84.0,Moderate
2019-06-26,33.5,,
26,33.5,96.0,Moderate
2019-06-27,40.7,,
27,40.7,114.0,Unhealthy for Sensitive Groups
2019-06-28,37,,
28,37.0,105.0,Unhealthy for Sensitive Groups
2019-06-29,37,,
29,37.0,105.0,Unhealthy for Sensitive Groups
2019-06-30,37,,
30,37.0,105.0,Unhealthy for Sensitive Groups
2019-06-,30.2,,
,30.2,89.0,Moderate
2019-07-1,27.8,,
1,27.8,84.0,Moderate
2019-07-2,22.2,,
2,22.2,72.0,Moderate
2019-07-3,29.4,,
3,29.4,87.0,Moderate
2019-07-4,33.5,,
4,33.5,96.0,Moderate
2019-07-5,37,,
5,37.0,105.0,Unhealthy for Sensitive Groups
2019-07-6,27.8,,
6,27.8,84.0,Moderate
2019-07-7,33.5,,
7,33.5,96.0,Moderate
2019-07-8,37,,
8,37.0,105.0,Unhealthy for Sensitive Groups
2019-07-9,37,,
9,37.0,105.0,Unhealthy for Sensitive Groups
2019-07-10,40.7,,
10,40.7,114.0,Unhealthy for Sensitive Groups
2019-07-11,40.7,,
11,40.7,114.0,Unhealthy for Sensitive Groups
2019-07-12,37,,
12,37.0,105.0,Unhealthy for Sensitive Groups
2019-07-13,42.4,,
13,42.4,118.0,Unhealthy for Sensitive Groups
2019-07-14,59.4,,
14,59.4,153.0,Unhealthy
2019-07-15,46.5,,
15,46.5,128.0,Unhealthy for Sensitive Groups
2019-07-16,44.6,,
16,44.6,123.0,Unhealthy for Sensitive Groups
2019-07-17,35.2,,
17,35.2,100.0,Moderate
2019-07-18,29.4,,
18,29.4,87.0,Moderate
2019-07-19,27.8,,
19,27.8,84.0,Moderate
2019-07-20,24.1,,
20,24.1,76.0,Moderate
2019-07-21,27.8,,
21,27.8,84.0,Moderate
2019-07-22,29.4,,
22,29.4,87.0,Moderate
2019-07-23,29.4,,
23,29.4,87.0,Moderate
2019-07-24,37,,
24,37.0,105.0,Unhealthy for Sensitive Groups
2019-07-25,46.5,,
25,46.5,128.0,Unhealthy for Sensitive Groups
2019-07-26,44.6,,
26,44.6,123.0,Unhealthy for Sensitive Groups
2019-07-27,35.2,,
27,35.2,100.0,Moderate
2019-07-28,40.7,,
28,40.7,114.0,Unhealthy for Sensitive Groups
2019-07-29,37,,
29,37.0,105.0,Unhealthy for Sensitive Groups
2019-07-30,33.5,,
30,33.5,96.0,Moderate
2019-07-31,38.9,,
31,38.9,109.0,Unhealthy for Sensitive Groups
2019-07-,35.9,,
,35.9,102.0,Unhealthy for Sensitive Groups
2019-08-1,31.7,,
1,31.7,92.0,Moderate
2019-08-2,29.4,,
2,29.4,87.0,Moderate
2019-08-3,27.8,,
3,27.8,84.0,Moderate
2019-08-4,29.4,,
4,29.4,87.0,Moderate
2019-08-5,29.4,,
5,29.4,87.0,Moderate
2019-08-6,29.4,,
6,29.4,87.0,Moderate
2019-08-7,25.9,,
7,25.9,80.0,Moderate
2019-08-8,25.9,,
8,25.9,80.0,Moderate
2019-08-9,29.4,,
9,29.4,87.0,Moderate
2019-08-10,29.4,,
10,29.4,87.0,Moderate
2019-08-11,33.2,,
11,33.2,95.0,Moderate
2019-08-12,22.2,,
12,22.2,72.0,Moderate
2019-08-13,14.8,,
13,14.8,57.0,Moderate
2019-08-14,16.5,,
14,16.5,60.0,Moderate
2019-08-15,25.9,,
15,25.9,80.0,Moderate
2019-08-16,25.9,,
16,25.9,80.0,Moderate
2019-08-17,22.2,,
17,22.2,72.0,Moderate
2019-08-18,24.1,,
18,24.1,76.0,Moderate
2019-08-19,25.9,,
19,25.9,80.0,Moderate
2019-08-20,29.4,,
20,29.4,87.0,Moderate
2019-08-21,29.4,,
21,29.4,87.0,Moderate
2019-08-22,29.4,,
22,29.4,87.0,Moderate
2019-08-23,29.4,,
23,29.4,87.0,Moderate
2019-08-24,27.8,,
24,27.8,84.0,Moderate
2019-08-25,27.8,,
25,27.8,84.0,Moderate
2019-08-26,25.9,,
26,25.9,80.0,Moderate
2019-08-27,25.9,,
27,25.9,80.0,Moderate
2019-08-28,46.5,,
28,46.5,128.0,Unhealthy for Sensitive Groups
2019-08-29,29.4,,
29,29.4,87.0,Moderate
2019-08-30,16.5,,
30,16.5,60.0,Moderate
2019-08-31,25.9,,
31,25.9,80.0,Moderate
2019-08-,27.2,,
,27.2,83.0,Moderate
2019-09-1,33.5,,
1,33.5,96.0,Moderate
2019-09-2,14.8,,
2,14.8,57.0,Moderate
2019-09-3,20.6,,
3,20.6,69.0,Moderate
2019-09-4,25.9,,
4,25.9,80.0,Moderate
2019-09-5,22.2,,
5,22.2,72.0,Moderate
2019-09-6,25.9,,
6,25.9,80.0,Moderate
2019-09-7,74.1,,
7,74.1,161.0,Unhealthy
2019-09-8,18.3,,
8,18.3,64.0,Moderate
2019-09-9,22.2,,
9,22.2,72.0,Moderate
2019-09-10,25.9,,
10,25.9,80.0,Moderate
2019-09-11,27.8,,
11,27.8,84.0,Moderate
2019-09-12,27.8,,
12,27.8,84.0,Moderate
2019-09-13,29.4,,
13,29.4,87.0,Moderate
2019-09-14,37,,
14,37.0,105.0,Unhealthy for Sensitive Groups
2019-09-15,33.5,,
15,33.5,96.0,Moderate
2019-09-16,37,,
16,37.0,105.0,Unhealthy for Sensitive Groups
2019-09-17,27.8,,
17,27.8,84.0,Moderate
2019-09-18,22.2,,
18,22.2,72.0,Moderate
2019-09-19,22.2,,
19,22.2,72.0,Moderate
2019-09-20,25.9,,
20,25.9,80.0,Moderate
2019-09-21,22.2,,
21,22.2,72.0,Moderate
2019-09-22,24.1,,
22,24.1,76.0,Moderate
2019-09-23,64.8,,
23,64.8,156.0,Unhealthy
2019-09-24,55.4,,
24,55.4,150.0,Unhealthy for Sensitive Groups
2019-09-25,37,,
25,37.0,105.0,Unhealthy for Sensitive Groups
2019-09-26,37,,
26,37.0,105.0,Unhealthy for Sensitive Groups
2019-09-27,29.4,,
27,29.4,87.0,Moderate
2019-09-28,20.6,,
28,20.6,69.0,Moderate
2019-09-29,24.1,,
29,24.1,76.0,Moderate
2019-09-30,25.9,,
30,25.9,80.0,Moderate
2019-09-,30.5,,
,30.5,90.0,Moderate
2019-10-1,33.5,,
1,33.5,96.0,Moderate
2019-10-2,25.9,,
2,25.9,80.0,Moderate
2019-10-3,33.5,,
3,33.5,96.0,Moderate
2019-10-4,25.9,,
4,25.9,80.0,Moderate
2019-10-5,35.2,,
5,35.2,100.0,Moderate
2019-10-6,25.9,,
6,25.9,80.0,Moderate
2019-10-7,24.1,,
7,24.1,76.0,Moderate
2019-10-8,25.9,,
8,25.9,80.0,Moderate
2019-10-9,22.2,,
9,22.2,72.0,Moderate
2019-10-10,18.3,,
10,18.3,64.0,Moderate
2019-10-11,22.2,,
11,22.2,72.0,Moderate
2019-10-12,14.8,,
12,14.8,57.0,Moderate
2019-10-13,11.1,,
13,11.1,46.0,Good
2019-10-14,18.3,,
14,18.3,64.0,Moderate
2019-10-15,14.8,,
15,14.8,57.0,Moderate
2019-10-16,14.8,,
16,14.8,57.0,Moderate
2019-10-17,14.8,,
17,14.8,57.0,Moderate
2019-10-18,11.1,,
18,11.1,46.0,Good
2019-10-19,25.6,,
19,25.6,79.0,Moderate
2019-10-20,14.8,,
20,14.8,57.0,Moderate
2019-10-21,11.1,,
21,11.1,46.0,Good
2019-10-22,11.1,,
22,11.1,46.0,Good
2019-10-23,18.3,,
23,18.3,64.0,Moderate
2019-10-24,7.6,,
24,7.6,32.0,Good
2019-10-25,7.6,,
25,7.6,32.0,Good
2019-10-26,18.3,,
26,18.3,64.0,Moderate
2019-10-27,29.4,,
27,29.4,87.0,Moderate
2019-10-28,25.9,,
28,25.9,80.0,Moderate
2019-10-29,14.8,,
29,14.8,57.0,Moderate
2019-10-30,11.1,,
30,11.1,46.0,Good
2019-10-31,11.1,,
31,11.1,46.0,Good
2019-10-,19.3,,
,19.3,66.0,Moderate
2019-11-1,7.6,,
1,7.6,32.0,Good
2019-11-2,29.4,,
2,29.4,87.0,Moderate
2019-11-3,14.8,,
3,14.8,57.0,Moderate
2019-11-4,14.8,,
4,14.8,57.0,Moderate
2019-11-5,18.3,,
5,18.3,64.0,Moderate
2019-11-6,22.2,,
6,22.2,72.0,Moderate
2019-11-7,14.8,,
7,14.8,57.0,Moderate
2019-11-8,22.2,,
8,22.2,72.0,Moderate
2019-11-9,25.9,,
9,25.9,80.0,Moderate
2019-11-10,14.8,,
10,14.8,57.0,Moderate
2019-11-11,7.6,,
11,7.6,32.0,Good
2019-11-12,7.6,,
12,7.6,32.0,Good
2019-11-13,7.6,,
13,7.6,32.0,Good
2019-11-14,22.2,,
14,22.2,72.0,Moderate
2019-11-15,22.2,,
15,22.2,72.0,Moderate
2019-11-16,22.2,,
16,22.2,72.0,Moderate
2019-11-17,29.4,,
17,29.4,87.0,Moderate
2019-11-18,7.6,,
18,7.6,32.0,Good
2019-11-19,14.8,,
19,14.8,57.0,Moderate
2019-11-20,7.6,,
20,7.6,32.0,Good
2019-11-21,3.5,,
21,3.5,15.0,Good
2019-11-22,14.8,,
22,14.8,57.0,Moderate
2019-11-23,25.9,,
23,25.9,80.0,Moderate
2019-11-24,18.3,,
24,18.3,64.0,Moderate
2019-11-25,18.3,,
25,18.3,64.0,Moderate
2019-11-26,25.9,,
26,25.9,80.0,Moderate
2019-11-27,14.8,,
27,14.8,57.0,Moderate
2019-11-28,11.1,,
28,11.1,46.0,Good
2019-11-29,25.9,,
29,25.9,80.0,Moderate
2019-11-30,29.4,,
30,29.4,87.0,Moderate
2019-11-,17.4,,
,17.4,62.0,Moderate
2019-12-1,7.6,,
1,7.6,32.0,Good
2019-12-2,22.2,,
2,22.2,72.0,Moderate
2019-12-3,25.9,,
3,25.9,80.0,Moderate
2019-12-4,22.2,,
4,22.2,72.0,Moderate
2019-12-5,25.9,,
5,25.9,80.0,Moderate
2019-12-6,29.4,,
6,29.4,87.0,Moderate
2019-12-7,18.3,,
7,18.3,64.0,Moderate
2019-12-8,22.2,,
8,22.2,72.0,Moderate
2019-12-9,7.6,,
9,7.6,32.0,Good
2019-12-10,18.3,,
10,18.3,64.0,Moderate
2019-12-11,29.4,,
11,29.4,87.0,Moderate
2019-12-12,14.8,,
12,14.8,57.0,Moderate
2019-12-13,11.1,,
13,11.1,46.0,Good
2019-12-14,11.1,,
14,11.1,46.0,Good
2019-12-15,18.3,,
15,18.3,64.0,Moderate
2019-12-16,22.2,,
16,22.2,72.0,Moderate
2019-12-17,25.9,,
17,25.9,80.0,Moderate
2019-12-18,14.8,,
18,14.8,57.0,Moderate
2019-12-19,7.6,,
19,7.6,32.0,Good
2019-12-20,7.6,,
20,7.6,32.0,Good
2019-12-21,18.3,,
21,18.3,64.0,Moderate
2019-12-22,25.9,,
22,25.9,80.0,Moderate
2019-12-23,18.3,,
23,18.3,64.0,Moderate
2019-12-24,14.8,,
24,14.8,57.0,Moderate
2019-12-25,14.8,,
25,14.8,57.0,Moderate
2019-12-26,9.4,,
26,9.4,39.0,Good
2019-12-27,3.5,,
27,3.5,15.0,Good
2019-12-28,14.8,,
28,14.8,57.0,Moderate
2019-12-29,18.3,,
29,18.3,64.0,Moderate
2019-12-30,7.6,,
30,7.6,32.0,Good
2019-12-31,18.3,,
31,18.3,64.0,Moderate
2019-12-,17,,
,17.0,61.0,Moderate
