Date,PM2.5,AQI,AQI-Bucket
15,24.1,76.0,Moderate
2016-03-16,22.2,,
16,22.2,72.0,Moderate
2016-03-17,42.4,,
17,42.4,118.0,Unhealthy for Sensitive Groups
2016-03-18,29.4,,
18,29.4,87.0,Moderate
2016-03-19,35.9,,
19,35.9,102.0,Unhealthy for Sensitive Groups
2016-03-20,21.7,,
20,21.7,71.0,Moderate
2016-03-21,18.3,,
21,18.3,64.0,Moderate
2016-03-22,25.9,,
22,25.9,80.0,Moderate
2016-03-23,29.4,,
23,29.4,87.0,Moderate
2016-03-24,28.7,,
24,28.7,86.0,Moderate
2016-03-25,24.1,,
25,24.1,76.0,Moderate
2016-03-26,29.4,,
26,29.4,87.0,Moderate
2016-03-27,22.2,,
27,22.2,72.0,Moderate
2016-03-28,22.2,,
28,22.2,72.0,Moderate
2016-03-29,27.8,,
29,27.8,84.0,Moderate
2016-03-30,29.4,,
30,29.4,87.0,Moderate
2016-03-31,27.8,,
31,27.8,84.0,Moderate
2016-03-,28,,
,28.0,84.0,Moderate
2016-04-1,25.9,,
1,25.9,80.0,Moderate
2016-04-2,29.4,,
2,29.4,87.0,Moderate
2016-04-3,28.7,,
3,28.7,86.0,Moderate
2016-04-4,25.9,,
4,25.9,80.0,Moderate
2016-04-5,25.9,,
5,25.9,80.0,Moderate
2016-04-6,25.9,,
6,25.9,80.0,Moderate
2016-04-7,25.9,,
7,25.9,80.0,Moderate
2016-04-8,25.9,,
8,25.9,80.0,Moderate
2016-04-9,20.6,,
9,20.6,69.0,Moderate
2016-04-10,27.8,,
10,27.8,84.0,Moderate
2016-04-11,24.1,,
11,24.1,76.0,Moderate
2016-04-12,28.7,,
12,28.7,86.0,Moderate
2016-04-13,24.1,,
13,24.1,76.0,Moderate
2016-04-14,25.9,,
14,25.9,80.0,Moderate
2016-04-15,33.5,,
15,33.5,96.0,Moderate
2016-04-16,37,,
16,37.0,105.0,Unhealthy for Sensitive Groups
2016-04-17,46.5,,
17,46.5,128.0,Unhealthy for Sensitive Groups
2016-04-18,25.9,,
18,25.9,80.0,Moderate
2016-04-19,22.2,,
19,22.2,72.0,Moderate
2016-04-20,25.9,,
20,25.9,80.0,Moderate
2016-04-21,27.8,,
21,27.8,84.0,Moderate
2016-04-22,25.9,,
22,25.9,80.0,Moderate
2016-04-23,24.1,,
23,24.1,76.0,Moderate
2016-04-24,25.9,,
24,25.9,80.0,Moderate
2016-04-25,27.8,,
25,27.8,84.0,Moderate
2016-04-26,25.9,,
26,25.9,80.0,Moderate
2016-04-27,24.1,,
27,24.1,76.0,Moderate
2016-04-28,24.1,,
28,24.1,76.0,Moderate
2016-04-29,22.2,,
29,22.2,72.0,Moderate
2016-04-30,20.6,,
30,20.6,69.0,Moderate
2016-04-,26.8,,
,26.8,82.0,Moderate
2016-05-1,35.2,,
1,35.2,100.0,Moderate
2016-05-2,25.9,,
2,25.9,80.0,Moderate
2016-05-3,29.4,,
3,29.4,87.0,Moderate
2016-05-4,31.7,,
4,31.7,92.0,Moderate
2016-05-5,22.2,,
5,22.2,72.0,Moderate
2016-05-6,29.4,,
6,29.4,87.0,Moderate
2016-05-7,27.8,,
7,27.8,84.0,Moderate
2016-05-8,22.2,,
8,22.2,72.0,Moderate
2016-05-9,25.9,,
9,25.9,80.0,Moderate
2016-05-10,29.4,,
10,29.4,87.0,Moderate
2016-05-11,33.5,,
11,33.5,96.0,Moderate
2016-05-12,25.9,,
12,25.9,80.0,Moderate
2016-05-13,25.2,,
13,25.2,79.0,Moderate
2016-05-14,25.9,,
14,25.9,80.0,Moderate
2016-05-15,25.9,,
15,25.9,80.0,Moderate
2016-05-16,33.5,,
16,33.5,96.0,Moderate
2016-05-17,25.2,,
17,25.2,79.0,Moderate
2016-05-18,25.9,,
18,25.9,80.0,Moderate
2016-05-19,25.9,,
19,25.9,80.0,Moderate
2016-05-20,31.7,,
20,31.7,92.0,Moderate
2016-05-21,55.4,,
21,55.4,150.0,Unhealthy for Sensitive Groups
2016-05-22,44.6,,
22,44.6,123.0,Unhealthy for Sensitive Groups
2016-05-23,35.2,,
23,35.2,100.0,Moderate
2016-05-24,37,,
24,37.0,105.0,Unhealthy for Sensitive Groups
2016-05-25,33.5,,
25,33.5,96.0,Moderate
2016-05-26,40.7,,
26,40.7,114.0,Unhealthy for Sensitive Groups
2016-05-27,31.7,,
27,31.7,92.0,Moderate
2016-05-28,32.4,,
28,32.4,94.0,Moderate
2016-05-29,42.4,,
29,42.4,118.0,Unhealthy for Sensitive Groups
2016-05-30,33.5,,
30,33.5,96.0,Moderate
2016-05-31,37,,
31,37.0,105.0,Unhealthy for Sensitive Groups
2016-05-,31.6,,
,31.6,92.0,Moderate
2016-06-1,25.9,,
1,25.9,80.0,Moderate
2016-06-2,29.4,,
2,29.4,87.0,Moderate
2016-06-3,25.9,,
3,25.9,80.0,Moderate
2016-06-4,25.9,,
4,25.9,80.0,Moderate
2016-06-5,31.7,,
5,31.7,92.0,Moderate
2016-06-6,38.9,,
6,38.9,109.0,Unhealthy for Sensitive Groups
2016-06-7,38.9,,
7,38.9,109.0,Unhealthy for Sensitive Groups
2016-06-8,37,,
8,37.0,105.0,Unhealthy for Sensitive Groups
2016-06-9,35.2,,
9,35.2,100.0,Moderate
2016-06-10,79.1,,
10,79.1,163.0,Unhealthy
2016-06-11,37,,
11,37.0,105.0,Unhealthy for Sensitive Groups
2016-06-12,37,,
12,37.0,105.0,Unhealthy for Sensitive Groups
2016-06-13,40.7,,
13,40.7,114.0,Unhealthy for Sensitive Groups
2016-06-14,35.9,,
14,35.9,102.0,Unhealthy for Sensitive Groups
2016-06-15,37,,
15,37.0,105.0,Unhealthy for Sensitive Groups
2016-06-16,37,,
16,37.0,105.0,Unhealthy for Sensitive Groups
2016-06-17,40.7,,
17,40.7,114.0,Unhealthy for Sensitive Groups
2016-06-18,46.5,,
18,46.5,128.0,Unhealthy for Sensitive Groups
2016-06-19,37,,
19,37.0,105.0,Unhealthy for Sensitive Groups
2016-06-20,37,,
20,37.0,105.0,Unhealthy for Sensitive Groups
2016-06-21,33.5,,
21,33.5,96.0,Moderate
2016-06-22,29.4,,
22,29.4,87.0,Moderate
2016-06-23,22.2,,
23,22.2,72.0,Moderate
2016-06-24,24.1,,
24,24.1,76.0,Moderate
2016-06-25,27.8,,
25,27.8,84.0,Moderate
2016-06-26,25.9,,
26,25.9,80.0,Moderate
2016-06-27,18.3,,
27,18.3,64.0,Moderate
2016-06-28,63,,
28,63.0,155.0,Unhealthy
2016-06-29,33.5,,
29,33.5,96.0,Moderate
2016-06-30,20.6,,
30,20.6,69.0,Moderate
2016-06-,35.1,,
,35.1,99.0,Moderate
2016-07-1,25.9,,
1,25.9,80.0,Moderate
2016-07-2,35.9,,
2,35.9,102.0,Unhealthy for Sensitive Groups
2016-07-3,29.4,,
3,29.4,87.0,Moderate
2016-07-4,27.8,,
4,27.8,84.0,Moderate
2016-07-5,42.4,,
5,42.4,118.0,Unhealthy for Sensitive Groups
2016-07-6,37,,
6,37.0,105.0,Unhealthy for Sensitive Groups
2016-07-7,33.5,,
7,33.5,96.0,Moderate
2016-07-8,27.8,,
8,27.8,84.0,Moderate
2016-07-9,24.1,,
9,24.1,76.0,Moderate
2016-07-10,28.7,,
10,28.7,86.0,Moderate
2016-07-11,27.8,,
11,27.8,84.0,Moderate
2016-07-12,24.1,,
12,24.1,76.0,Moderate
2016-07-13,18.3,,
13,18.3,64.0,Moderate
2016-07-14,27.8,,
14,27.8,84.0,Moderate
2016-07-15,27.8,,
15,27.8,84.0,Moderate
2016-07-16,25.9,,
16,25.9,80.0,Moderate
2016-07-17,32.4,,
17,32.4,94.0,Moderate
2016-07-18,37,,
18,37.0,105.0,Unhealthy for Sensitive Groups
2016-07-19,32.4,,
19,32.4,94.0,Moderate
2016-07-20,37,,
20,37.0,105.0,Unhealthy for Sensitive Groups
2016-07-21,29.4,,
21,29.4,87.0,Moderate
2016-07-22,28.7,,
22,28.7,86.0,Moderate
2016-07-23,29.4,,
23,29.4,87.0,Moderate
2016-07-24,22.2,,
24,22.2,72.0,Moderate
2016-07-25,24.1,,
25,24.1,76.0,Moderate
2016-07-26,24.1,,
26,24.1,76.0,Moderate
2016-07-27,27.8,,
27,27.8,84.0,Moderate
2016-07-28,32.4,,
28,32.4,94.0,Moderate
2016-07-29,37,,
29,37.0,105.0,Unhealthy for Sensitive Groups
2016-07-30,27.8,,
30,27.8,84.0,Moderate
2016-07-31,27.8,,
31,27.8,84.0,Moderate
2016-07-,29.5,,
,29.5,88.0,Moderate
2016-08-1,33.5,,
1,33.5,96.0,Moderate
2016-08-2,24.1,,
2,24.1,76.0,Moderate
2016-08-3,24.1,,
3,24.1,76.0,Moderate
2016-08-4,29.4,,
4,29.4,87.0,Moderate
2016-08-5,27.8,,
5,27.8,84.0,Moderate
2016-08-6,50.4,,
6,50.4,138.0,Unhealthy for Sensitive Groups
2016-08-7,20.6,,
7,20.6,69.0,Moderate
2016-08-8,22.2,,
8,22.2,72.0,Moderate
2016-08-9,27.8,,
9,27.8,84.0,Moderate
2016-08-10,28.7,,
10,28.7,86.0,Moderate
2016-08-11,24.1,,
11,24.1,76.0,Moderate
2016-08-12,27.8,,
12,27.8,84.0,Moderate
2016-08-13,27.8,,
13,27.8,84.0,Moderate
2016-08-14,27.8,,
14,27.8,84.0,Moderate
2016-08-15,33.5,,
15,33.5,96.0,Moderate
2016-08-16,31.7,,
16,31.7,92.0,Moderate
2016-08-17,25.9,,
17,25.9,80.0,Moderate
2016-08-18,27.8,,
18,27.8,84.0,Moderate
2016-08-19,27.8,,
19,27.8,84.0,Moderate
2016-08-20,27.8,,
20,27.8,84.0,Moderate
2016-08-21,27.8,,
21,27.8,84.0,Moderate
2016-08-22,27.8,,
22,27.8,84.0,Moderate
2016-08-23,27.8,,
23,27.8,84.0,Moderate
2016-08-24,27.8,,
24,27.8,84.0,Moderate
2016-08-25,37,,
25,37.0,105.0,Unhealthy for Sensitive Groups
2016-08-26,25.9,,
26,25.9,80.0,Moderate
2016-08-27,81.7,,
27,81.7,165.0,Unhealthy
2016-08-28,29.4,,
28,29.4,87.0,Moderate
2016-08-29,25.9,,
29,25.9,80.0,Moderate
2016-08-30,43.2,,
30,43.2,120.0,Unhealthy for Sensitive Groups
2016-08-31,25.9,,
31,25.9,80.0,Moderate
2016-08-,30.7,,
,30.7,90.0,Moderate
2016-09-1,22.2,,
1,22.2,72.0,Moderate
2016-09-2,25.9,,
2,25.9,80.0,Moderate
2016-09-3,37,,
3,37.0,105.0,Unhealthy for Sensitive Groups
2016-09-4,31.7,,
4,31.7,92.0,Moderate
2016-09-5,33.5,,
5,33.5,96.0,Moderate
2016-09-6,27.8,,
6,27.8,84.0,Moderate
2016-09-7,25.9,,
7,25.9,80.0,Moderate
2016-09-8,29.4,,
8,29.4,87.0,Moderate
2016-09-9,24.1,,
9,24.1,76.0,Moderate
2016-09-10,33.5,,
10,33.5,96.0,Moderate
2016-09-11,25.6,,
11,25.6,79.0,Moderate
2016-09-12,25.6,,
12,25.6,79.0,Moderate
2016-09-13,25.9,,
13,25.9,80.0,Moderate
2016-09-14,22.2,,
14,22.2,72.0,Moderate
2016-09-15,25.9,,
15,25.9,80.0,Moderate
2016-09-16,27.8,,
16,27.8,84.0,Moderate
2016-09-17,29.4,,
17,29.4,87.0,Moderate
2016-09-18,29.4,,
18,29.4,87.0,Moderate
2016-09-19,38.9,,
19,38.9,109.0,Unhealthy for Sensitive Groups
2016-09-20,33.5,,
20,33.5,96.0,Moderate
2016-09-21,33.5,,
21,33.5,96.0,Moderate
2016-09-22,35.2,,
22,35.2,100.0,Moderate
2016-09-23,33.5,,
23,33.5,96.0,Moderate
2016-09-24,37,,
24,37.0,105.0,Unhealthy for Sensitive Groups
2016-09-25,31.7,,
25,31.7,92.0,Moderate
2016-09-26,27.8,,
26,27.8,84.0,Moderate
2016-09-27,35.2,,
27,35.2,100.0,Moderate
2016-09-28,35.2,,
28,35.2,100.0,Moderate
2016-09-29,25.6,,
29,25.6,79.0,Moderate
2016-09-30,21.9,,
30,21.9,72.0,Moderate
2016-09-,29.7,,
,29.7,88.0,Moderate
2016-10-1,25.9,,
1,25.9,80.0,Moderate
2016-10-2,22.2,,
2,22.2,72.0,Moderate
2016-10-3,25.9,,
3,25.9,80.0,Moderate
2016-10-4,25.9,,
4,25.9,80.0,Moderate
2016-10-5,27.8,,
5,27.8,84.0,Moderate
2016-10-6,22.2,,
6,22.2,72.0,Moderate
2016-10-7,28.7,,
7,28.7,86.0,Moderate
2016-10-8,22.2,,
8,22.2,72.0,Moderate
2016-10-9,24.1,,
9,24.1,76.0,Moderate
2016-10-10,22.2,,
10,22.2,72.0,Moderate
2016-10-11,24.1,,
11,24.1,76.0,Moderate
2016-10-12,24.1,,
12,24.1,76.0,Moderate
2016-10-13,18.3,,
13,18.3,64.0,Moderate
2016-10-14,18.3,,
14,18.3,64.0,Moderate
2016-10-15,22.2,,
15,22.2,72.0,Moderate
2016-10-16,22.2,,
16,22.2,72.0,Moderate
2016-10-17,35.2,,
17,35.2,100.0,Moderate
2016-10-18,25.9,,
18,25.9,80.0,Moderate
2016-10-19,27.8,,
19,27.8,84.0,Moderate
2016-10-20,25.9,,
20,25.9,80.0,Moderate
2016-10-21,22.2,,
21,22.2,72.0,Moderate
2016-10-22,22.2,,
22,22.2,72.0,Moderate
2016-10-23,22.2,,
23,22.2,72.0,Moderate
2016-10-24,22.2,,
24,22.2,72.0,Moderate
2016-10-25,18.3,,
25,18.3,64.0,Moderate
2016-10-26,18.3,,
26,18.3,64.0,Moderate
2016-10-27,18.3,,
27,18.3,64.0,Moderate
2016-10-28,22.2,,
28,22.2,72.0,Moderate
2016-10-29,14.8,,
29,14.8,57.0,Moderate
2016-10-30,18.3,,
30,18.3,64.0,Moderate
2016-10-31,14.8,,
31,14.8,57.0,Moderate
2016-10-,22.7,,
,22.7,73.0,Moderate
2016-11-1,13,,
1,13.0,53.0,Moderate
2016-11-2,16.5,,
2,16.5,60.0,Moderate
2016-11-3,14.8,,
3,14.8,57.0,Moderate
2016-11-4,24.1,,
4,24.1,76.0,Moderate
2016-11-5,20.6,,
5,20.6,69.0,Moderate
2016-11-6,14.8,,
6,14.8,57.0,Moderate
2016-11-7,14.8,,
7,14.8,57.0,Moderate
2016-11-8,18.3,,
8,18.3,64.0,Moderate
2016-11-9,20.6,,
9,20.6,69.0,Moderate
2016-11-10,22.2,,
10,22.2,72.0,Moderate
2016-11-11,-,,
11,,,Invalid
2016-11-12,31.7,,
12,31.7,92.0,Moderate
2016-11-13,22.2,,
13,22.2,72.0,Moderate
2016-11-14,18.3,,
14,18.3,64.0,Moderate
2016-11-15,20.6,,
15,20.6,69.0,Moderate
2016-11-16,20.6,,
16,20.6,69.0,Moderate
2016-11-17,25.9,,
17,25.9,80.0,Moderate
2016-11-18,14.8,,
18,14.8,57.0,Moderate
2016-11-19,18.3,,
19,18.3,64.0,Moderate
2016-11-20,22.2,,
20,22.2,72.0,Moderate
2016-11-21,18.3,,
21,18.3,64.0,Moderate
2016-11-22,18.3,,
22,18.3,64.0,Moderate
2016-11-23,14.8,,
23,14.8,57.0,Moderate
2016-11-24,25.9,,
24,25.9,80.0,Moderate
2016-11-25,25.9,,
25,25.9,80.0,Moderate
2016-11-26,14.8,,
26,14.8,57.0,Moderate
2016-11-27,14.8,,
27,14.8,57.0,Moderate
2016-11-28,14.8,,
28,14.8,57.0,Moderate
2016-11-29,18.3,,
29,18.3,64.0,Moderate
2016-11-30,14.8,,
30,14.8,57.0,Moderate
2016-11-,19.1,,
,19.1,66.0,Moderate
2016-12-1,25.9,,
1,25.9,80.0,Moderate
2016-12-2,22.2,,
2,22.2,72.0,Moderate
2016-12-3,14.8,,
3,14.8,57.0,Moderate
2016-12-4,14.8,,
4,14.8,57.0,Moderate
2016-12-5,14.8,,
5,14.8,57.0,Moderate
2016-12-6,14.8,,
6,14.8,57.0,Moderate
2016-12-7,11.1,,
7,11.1,46.0,Good
2016-12-8,18.3,,
8,18.3,64.0,Moderate
2016-12-9,18.3,,
9,18.3,64.0,Moderate
2016-12-10,22.2,,
10,22.2,72.0,Moderate
2016-12-11,16.5,,
11,16.5,60.0,Moderate
2016-12-12,18.3,,
12,18.3,64.0,Moderate
2016-12-13,24.1,,
13,24.1,76.0,Moderate
2016-12-14,27.8,,
14,27.8,84.0,Moderate
2016-12-15,18.3,,
15,18.3,64.0,Moderate
2016-12-16,18.3,,
16,18.3,64.0,Moderate
2016-12-17,16.5,,
17,16.5,60.0,Moderate
2016-12-18,14.8,,
18,14.8,57.0,Moderate
2016-12-19,14.8,,
19,14.8,57.0,Moderate
2016-12-20,18.3,,
20,18.3,64.0,Moderate
2016-12-21,16.5,,
21,16.5,60.0,Moderate
2016-12-22,14.8,,
22,14.8,57.0,Moderate
2016-12-23,16.5,,
23,16.5,60.0,Moderate
2016-12-24,22.2,,
24,22.2,72.0,Moderate
2016-12-25,37,,
25,37.0,105.0,Unhealthy for Sensitive Groups
2016-12-26,11.1,,
26,11.1,46.0,Good
2016-12-27,18.3,,
27,18.3,64.0,Moderate
2016-12-28,13,,
28,13.0,53.0,Moderate
2016-12-29,18.3,,
29,18.3,64.0,Moderate
2016-12-30,18.3,,
30,18.3,64.0,Moderate
2016-12-31,-,,
31,,,Invalid
2016-12-,18.4,,
,18.4,64.0,Moderate
