Date,PM2.5,AQI,AQI-Bucket
20,22.2,72.0,Moderate
2017-07-21,25.9,,
21,25.9,80.0,Moderate
2017-07-22,22.2,,
22,22.2,72.0,Moderate
2017-07-23,24.1,,
23,24.1,76.0,Moderate
2017-07-24,27.8,,
24,27.8,84.0,Moderate
2017-07-25,37,,
25,37.0,105.0,Unhealthy for Sensitive Groups
2017-07-26,24.1,,
26,24.1,76.0,Moderate
2017-07-27,31.7,,
27,31.7,92.0,Moderate
2017-07-28,25.6,,
28,25.6,79.0,Moderate
2017-07-29,22.2,,
29,22.2,72.0,Moderate
2017-07-30,31.7,,
30,31.7,92.0,Moderate
2017-07-31,25.9,,
31,25.9,80.0,Moderate
2017-07-,30.4,,
,30.4,89.0,Moderate
2017-08-1,27.8,,
1,27.8,84.0,Moderate
2017-08-2,27.8,,
2,27.8,84.0,Moderate
2017-08-3,38.9,,
3,38.9,109.0,Unhealthy for Sensitive Groups
2017-08-4,33.5,,
4,33.5,96.0,Moderate
2017-08-5,24.1,,
5,24.1,76.0,Moderate
2017-08-6,27.8,,
6,27.8,84.0,Moderate
2017-08-7,20.6,,
7,20.6,69.0,Moderate
2017-08-8,22.2,,
8,22.2,72.0,Moderate
2017-08-9,25.9,,
9,25.9,80.0,Moderate
2017-08-10,31.7,,
10,31.7,92.0,Moderate
2017-08-11,35.2,,
11,35.2,100.0,Moderate
2017-08-12,40.7,,
12,40.7,114.0,Unhealthy for Sensitive Groups
2017-08-13,42.4,,
13,42.4,118.0,Unhealthy for Sensitive Groups
2017-08-14,33.5,,
14,33.5,96.0,Moderate
2017-08-15,29.4,,
15,29.4,87.0,Moderate
2017-08-16,37,,
16,37.0,105.0,Unhealthy for Sensitive Groups
2017-08-17,44.6,,
17,44.6,123.0,Unhealthy for Sensitive Groups
2017-08-18,25.9,,
18,25.9,80.0,Moderate
2017-08-19,29.4,,
19,29.4,87.0,Moderate
2017-08-20,25.9,,
20,25.9,80.0,Moderate
2017-08-21,40.7,,
21,40.7,114.0,Unhealthy for Sensitive Groups
2017-08-22,22.2,,
22,22.2,72.0,Moderate
2017-08-23,22.2,,
23,22.2,72.0,Moderate
2017-08-24,25.9,,
24,25.9,80.0,Moderate
2017-08-25,35.2,,
25,35.2,100.0,Moderate
2017-08-26,29.4,,
26,29.4,87.0,Moderate
2017-08-27,22.2,,
27,22.2,72.0,Moderate
2017-08-28,25.9,,
28,25.9,80.0,Moderate
2017-08-29,24.1,,
29,24.1,76.0,Moderate
2017-08-30,46.5,,
30,46.5,128.0,Unhealthy for Sensitive Groups
2017-08-31,27.8,,
31,27.8,84.0,Moderate
2017-08-,30.5,,
,30.5,90.0,Moderate
2017-09-1,22.2,,
1,22.2,72.0,Moderate
2017-09-2,27.8,,
2,27.8,84.0,Moderate
2017-09-3,25.9,,
3,25.9,80.0,Moderate
2017-09-4,22.2,,
4,22.2,72.0,Moderate
2017-09-5,29.4,,
5,29.4,87.0,Moderate
2017-09-6,25.9,,
6,25.9,80.0,Moderate
2017-09-7,22.2,,
7,22.2,72.0,Moderate
2017-09-8,31.7,,
8,31.7,92.0,Moderate
2017-09-9,25.9,,
9,25.9,80.0,Moderate
2017-09-10,24.1,,
10,24.1,76.0,Moderate
2017-09-11,18.3,,
11,18.3,64.0,Moderate
2017-09-12,22.2,,
12,22.2,72.0,Moderate
2017-09-13,29.4,,
13,29.4,87.0,Moderate
2017-09-14,22.2,,
14,22.2,72.0,Moderate
2017-09-15,18.3,,
15,18.3,64.0,Moderate
2017-09-16,22.2,,
16,22.2,72.0,Moderate
2017-09-17,21.9,,
17,21.9,72.0,Moderate
2017-09-18,21.9,,
18,21.9,72.0,Moderate
2017-09-19,16.5,,
19,16.5,60.0,Moderate
2017-09-20,18.3,,
20,18.3,64.0,Moderate
2017-09-21,18.3,,
21,18.3,64.0,Moderate
2017-09-22,20.6,,
22,20.6,69.0,Moderate
2017-09-23,22.2,,
23,22.2,72.0,Moderate
2017-09-24,24.1,,
24,24.1,76.0,Moderate
2017-09-25,21.9,,
25,21.9,72.0,Moderate
2017-09-26,18.3,,
26,18.3,64.0,Moderate
2017-09-27,18.3,,
27,18.3,64.0,Moderate
2017-09-28,24.1,,
28,24.1,76.0,Moderate
2017-09-29,20.6,,
29,20.6,69.0,Moderate
2017-09-30,22.2,,
30,22.2,72.0,Moderate
2017-09-,22.6,,
,22.6,73.0,Moderate
2017-10-1,27.8,,
1,27.8,84.0,Moderate
2017-10-2,27.8,,
2,27.8,84.0,Moderate
2017-10-3,18.3,,
3,18.3,64.0,Moderate
2017-10-4,18.3,,
4,18.3,64.0,Moderate
2017-10-5,14.8,,
5,14.8,57.0,Moderate
2017-10-6,11.1,,
6,11.1,46.0,Good
2017-10-7,22.2,,
7,22.2,72.0,Moderate
2017-10-8,14.8,,
8,14.8,57.0,Moderate
2017-10-9,11.1,,
9,11.1,46.0,Good
2017-10-10,18.3,,
10,18.3,64.0,Moderate
2017-10-11,22.2,,
11,22.2,72.0,Moderate
2017-10-12,14.8,,
12,14.8,57.0,Moderate
2017-10-13,18.3,,
13,18.3,64.0,Moderate
2017-10-14,18.3,,
14,18.3,64.0,Moderate
2017-10-15,18.3,,
15,18.3,64.0,Moderate
2017-10-16,22.2,,
16,22.2,72.0,Moderate
2017-10-17,18.3,,
17,18.3,64.0,Moderate
2017-10-18,16.5,,
18,16.5,60.0,Moderate
2017-10-19,16.5,,
19,16.5,60.0,Moderate
2017-10-20,18.3,,
20,18.3,64.0,Moderate
2017-10-21,25.9,,
21,25.9,80.0,Moderate
2017-10-22,29.4,,
22,29.4,87.0,Moderate
2017-10-23,27.8,,
23,27.8,84.0,Moderate
2017-10-24,22.2,,
24,22.2,72.0,Moderate
2017-10-25,18.3,,
25,18.3,64.0,Moderate
2017-10-26,18.3,,
26,18.3,64.0,Moderate
2017-10-27,14.8,,
27,14.8,57.0,Moderate
2017-10-28,18.3,,
28,18.3,64.0,Moderate
2017-10-29,11.1,,
29,11.1,46.0,Good
2017-10-30,13,,
30,13.0,53.0,Moderate
2017-10-31,22.2,,
31,22.2,72.0,Moderate
2017-10-,19,,
,19.0,66.0,Moderate
2017-11-1,25.9,,
1,25.9,80.0,Moderate
2017-11-2,13,,
2,13.0,53.0,Moderate
2017-11-3,22.2,,
3,22.2,72.0,Moderate
2017-11-4,13,,
4,13.0,53.0,Moderate
2017-11-5,16.5,,
5,16.5,60.0,Moderate
2017-11-6,9.4,,
6,9.4,39.0,Good
2017-11-7,20.6,,
7,20.6,69.0,Moderate
2017-11-8,22.2,,
8,22.2,72.0,Moderate
2017-11-9,14.8,,
9,14.8,57.0,Moderate
2017-11-10,11.1,,
10,11.1,46.0,Good
2017-11-11,11.1,,
11,11.1,46.0,Good
2017-11-12,14.8,,
12,14.8,57.0,Moderate
2017-11-13,22.2,,
13,22.2,72.0,Moderate
2017-11-14,18.3,,
14,18.3,64.0,Moderate
2017-11-15,14.8,,
15,14.8,57.0,Moderate
2017-11-16,27.8,,
16,27.8,84.0,Moderate
2017-11-17,22.2,,
17,22.2,72.0,Moderate
2017-11-18,16.5,,
18,16.5,60.0,Moderate
2017-11-19,20.6,,
19,20.6,69.0,Moderate
2017-11-20,20.6,,
20,20.6,69.0,Moderate
2017-11-21,14.8,,
21,14.8,57.0,Moderate
2017-11-22,11.1,,
22,11.1,46.0,Good
2017-11-23,9.4,,
23,9.4,39.0,Good
2017-11-24,13,,
24,13.0,53.0,Moderate
2017-11-25,11.1,,
25,11.1,46.0,Good
2017-11-26,13,,
26,13.0,53.0,Moderate
2017-11-27,10.7,,
27,10.7,45.0,Good
2017-11-28,22.2,,
28,22.2,72.0,Moderate
2017-11-29,11.1,,
29,11.1,46.0,Good
2017-11-30,33.5,,
30,33.5,96.0,Moderate
2017-11-,16.9,,
,16.9,61.0,Moderate
2017-12-1,11.1,,
1,11.1,46.0,Good
2017-12-2,11.1,,
2,11.1,46.0,Good
2017-12-3,18.3,,
3,18.3,64.0,Moderate
2017-12-4,27.8,,
4,27.8,84.0,Moderate
2017-12-5,40.7,,
5,40.7,114.0,Unhealthy for Sensitive Groups
2017-12-6,35.2,,
6,35.2,100.0,Moderate
2017-12-7,18.3,,
7,18.3,64.0,Moderate
2017-12-8,22.2,,
8,22.2,72.0,Moderate
2017-12-9,14.8,,
9,14.8,57.0,Moderate
2017-12-10,22.2,,
10,22.2,72.0,Moderate
2017-12-11,20.6,,
11,20.6,69.0,Moderate
2017-12-12,22.2,,
12,22.2,72.0,Moderate
2017-12-13,22.2,,
13,22.2,72.0,Moderate
2017-12-14,27.8,,
14,27.8,84.0,Moderate
2017-12-15,33.5,,
15,33.5,96.0,Moderate
2017-12-16,48.2,,
16,48.2,132.0,Unhealthy for Sensitive Groups
2017-12-17,46.5,,
17,46.5,128.0,Unhealthy for Sensitive Groups
2017-12-18,38.9,,
18,38.9,109.0,Unhealthy for Sensitive Groups
2017-12-19,27.8,,
19,27.8,84.0,Moderate
2017-12-20,18.3,,
20,18.3,64.0,Moderate
2017-12-21,29.4,,
21,29.4,87.0,Moderate
2017-12-22,33.5,,
22,33.5,96.0,Moderate
2017-12-23,20.6,,
23,20.6,69.0,Moderate
2017-12-24,25.9,,
24,25.9,80.0,Moderate
2017-12-25,22.2,,
25,22.2,72.0,Moderate
2017-12-26,14.8,,
26,14.8,57.0,Moderate
2017-12-27,22.2,,
27,22.2,72.0,Moderate
2017-12-28,25.9,,
28,25.9,80.0,Moderate
2017-12-29,25.9,,
29,25.9,80.0,Moderate
2017-12-30,18.3,,
30,18.3,64.0,Moderate
2017-12-31,-,,
31,,,Invalid
2017-12-,25.5,,
,25.5,79.0,Moderate
