Date,PM2.5,AQI,AQI-Bucket
2018-05-6,29.4,,
6,29.4,87.0,Moderate
2018-05-7,29.4,,
7,29.4,87.0,Moderate
2018-05-8,29.4,,
8,29.4,87.0,Moderate
2018-05-9,25.9,,
9,25.9,80.0,Moderate
2018-05-10,27.8,,
10,27.8,84.0,Moderate
2018-05-11,25.9,,
11,25.9,80.0,Moderate
2018-05-12,29.4,,
12,29.4,87.0,Moderate
2018-05-13,37,,
13,37.0,105.0,Unhealthy for Sensitive Groups
2018-05-14,33.5,,
14,33.5,96.0,Moderate
2018-05-15,35.2,,
15,35.2,100.0,Moderate
2018-05-16,33.5,,
16,33.5,96.0,Moderate
2018-05-17,31.7,,
17,31.7,92.0,Moderate
2018-05-18,29.4,,
18,29.4,87.0,Moderate
2018-05-19,31.7,,
19,31.7,92.0,Moderate
2018-05-20,35.2,,
20,35.2,100.0,Moderate
2018-05-21,35.2,,
21,35.2,100.0,Moderate
2018-05-22,27.8,,
22,27.8,84.0,Moderate
2018-05-23,25.9,,
23,25.9,80.0,Moderate
2018-05-24,29.4,,
24,29.4,87.0,Moderate
2018-05-25,39.6,,
25,39.6,111.0,Unhealthy for Sensitive Groups
2018-05-26,37,,
26,37.0,105.0,Unhealthy for Sensitive Groups
2018-05-27,33.5,,
27,33.5,96.0,Moderate
2018-05-28,31.7,,
28,31.7,92.0,Moderate
2018-05-29,33.5,,
29,33.5,96.0,Moderate
2018-05-30,29.4,,
30,29.4,87.0,Moderate
2018-05-31,24.1,,
31,24.1,76.0,Moderate
2018-05-,31.2,,
,31.2,91.0,Moderate
2018-06-1,22.2,,
1,22.2,72.0,Moderate
2018-06-2,25.9,,
2,25.9,80.0,Moderate
2018-06-3,37,,
3,37.0,105.0,Unhealthy for Sensitive Groups
2018-06-4,46.5,,
4,46.5,128.0,Unhealthy for Sensitive Groups
2018-06-5,33.5,,
5,33.5,96.0,Moderate
2018-06-6,38.9,,
6,38.9,109.0,Unhealthy for Sensitive Groups
2018-06-7,48.2,,
7,48.2,132.0,Unhealthy for Sensitive Groups
2018-06-8,27.8,,
8,27.8,84.0,Moderate
2018-06-9,27.8,,
9,27.8,84.0,Moderate
2018-06-10,27.8,,
10,27.8,84.0,Moderate
2018-06-11,33.5,,
11,33.5,96.0,Moderate
2018-06-12,35.2,,
12,35.2,100.0,Moderate
2018-06-13,35.2,,
13,35.2,100.0,Moderate
2018-06-14,46.5,,
14,46.5,128.0,Unhealthy for Sensitive Groups
2018-06-15,35.2,,
15,35.2,100.0,Moderate
2018-06-16,37,,
16,37.0,105.0,Unhealthy for Sensitive Groups
2018-06-17,37,,
17,37.0,105.0,Unhealthy for Sensitive Groups
2018-06-18,29.4,,
18,29.4,87.0,Moderate
2018-06-19,27.8,,
19,27.8,84.0,Moderate
2018-06-20,31.7,,
20,31.7,92.0,Moderate
2018-06-21,25.9,,
21,25.9,80.0,Moderate
2018-06-22,24.1,,
22,24.1,76.0,Moderate
2018-06-23,27.8,,
23,27.8,84.0,Moderate
2018-06-24,40.7,,
24,40.7,114.0,Unhealthy for Sensitive Groups
2018-06-25,29.4,,
25,29.4,87.0,Moderate
2018-06-26,29.4,,
26,29.4,87.0,Moderate
2018-06-27,24.1,,
27,24.1,76.0,Moderate
2018-06-28,35.2,,
28,35.2,100.0,Moderate
2018-06-29,27.8,,
29,27.8,84.0,Moderate
2018-06-30,25.9,,
30,25.9,80.0,Moderate
2018-06-,32.5,,
,32.5,94.0,Moderate
2018-07-1,24.1,,
1,24.1,76.0,Moderate
2018-07-2,46.5,,
2,46.5,128.0,Unhealthy for Sensitive Groups
2018-07-3,42.4,,
3,42.4,118.0,Unhealthy for Sensitive Groups
2018-07-4,37,,
4,37.0,105.0,Unhealthy for Sensitive Groups
2018-07-5,40.7,,
5,40.7,114.0,Unhealthy for Sensitive Groups
2018-07-6,27.8,,
6,27.8,84.0,Moderate
2018-07-7,29.4,,
7,29.4,87.0,Moderate
2018-07-8,29.4,,
8,29.4,87.0,Moderate
2018-07-9,37,,
9,37.0,105.0,Unhealthy for Sensitive Groups
2018-07-10,25.9,,
10,25.9,80.0,Moderate
2018-07-11,25.9,,
11,25.9,80.0,Moderate
2018-07-12,27.8,,
12,27.8,84.0,Moderate
2018-07-13,22.2,,
13,22.2,72.0,Moderate
2018-07-14,22.2,,
14,22.2,72.0,Moderate
2018-07-15,29.4,,
15,29.4,87.0,Moderate
2018-07-16,24.1,,
16,24.1,76.0,Moderate
2018-07-17,33.5,,
17,33.5,96.0,Moderate
2018-07-18,24.1,,
18,24.1,76.0,Moderate
2018-07-19,31.7,,
19,31.7,92.0,Moderate
2018-07-20,33.5,,
20,33.5,96.0,Moderate
2018-07-21,27.8,,
21,27.8,84.0,Moderate
2018-07-22,43.2,,
22,43.2,120.0,Unhealthy for Sensitive Groups
2018-07-23,27.8,,
23,27.8,84.0,Moderate
2018-07-24,33.5,,
24,33.5,96.0,Moderate
2018-07-25,44.6,,
25,44.6,123.0,Unhealthy for Sensitive Groups
2018-07-26,40.7,,
26,40.7,114.0,Unhealthy for Sensitive Groups
2018-07-27,35.2,,
27,35.2,100.0,Moderate
2018-07-28,29.4,,
28,29.4,87.0,Moderate
2018-07-29,29.4,,
29,29.4,87.0,Moderate
2018-07-30,29.4,,
30,29.4,87.0,Moderate
2018-07-31,27.8,,
31,27.8,84.0,Moderate
2018-07-,31.7,,
,31.7,92.0,Moderate
2018-08-1,31.7,,
1,31.7,92.0,Moderate
2018-08-2,37,,
2,37.0,105.0,Unhealthy for Sensitive Groups
2018-08-3,40.7,,
3,40.7,114.0,Unhealthy for Sensitive Groups
2018-08-4,48.2,,
4,48.2,132.0,Unhealthy for Sensitive Groups
2018-08-5,37,,
5,37.0,105.0,Unhealthy for Sensitive Groups
2018-08-6,38.9,,
6,38.9,109.0,Unhealthy for Sensitive Groups
2018-08-7,29.4,,
7,29.4,87.0,Moderate
2018-08-8,18.3,,
8,18.3,64.0,Moderate
2018-08-9,16.5,,
9,16.5,60.0,Moderate
2018-08-10,24.1,,
10,24.1,76.0,Moderate
2018-08-11,37,,
11,37.0,105.0,Unhealthy for Sensitive Groups
2018-08-12,33.5,,
12,33.5,96.0,Moderate
2018-08-13,24.1,,
13,24.1,76.0,Moderate
2018-08-14,24.1,,
14,24.1,76.0,Moderate
2018-08-15,25.9,,
15,25.9,80.0,Moderate
2018-08-16,27.8,,
16,27.8,84.0,Moderate
2018-08-17,25.9,,
17,25.9,80.0,Moderate
2018-08-18,29.4,,
18,29.4,87.0,Moderate
2018-08-19,25.9,,
19,25.9,80.0,Moderate
2018-08-20,25.9,,
20,25.9,80.0,Moderate
2018-08-21,27.8,,
21,27.8,84.0,Moderate
2018-08-22,25.9,,
22,25.9,80.0,Moderate
2018-08-23,29.4,,
23,29.4,87.0,Moderate
2018-08-24,25.9,,
24,25.9,80.0,Moderate
2018-08-25,31.7,,
25,31.7,92.0,Moderate
2018-08-26,33.5,,
26,33.5,96.0,Moderate
2018-08-27,24.1,,
27,24.1,76.0,Moderate
2018-08-28,25.9,,
28,25.9,80.0,Moderate
2018-08-29,27.8,,
29,27.8,84.0,Moderate
2018-08-30,33.5,,
30,33.5,96.0,Moderate
2018-08-31,33.5,,
31,33.5,96.0,Moderate
2018-08-,29.7,,
,29.7,88.0,Moderate
2018-09-1,24.1,,
1,24.1,76.0,Moderate
2018-09-2,35.2,,
2,35.2,100.0,Moderate
2018-09-3,29.4,,
3,29.4,87.0,Moderate
2018-09-4,37,,
4,37.0,105.0,Unhealthy for Sensitive Groups
2018-09-5,37,,
5,37.0,105.0,Unhealthy for Sensitive Groups
2018-09-6,37,,
6,37.0,105.0,Unhealthy for Sensitive Groups
2018-09-7,33.5,,
7,33.5,96.0,Moderate
2018-09-8,25.9,,
8,25.9,80.0,Moderate
2018-09-9,27.8,,
9,27.8,84.0,Moderate
2018-09-10,35.2,,
10,35.2,100.0,Moderate
2018-09-11,33.5,,
11,33.5,96.0,Moderate
2018-09-12,33.5,,
12,33.5,96.0,Moderate
2018-09-13,31.7,,
13,31.7,92.0,Moderate
2018-09-14,25.9,,
14,25.9,80.0,Moderate
2018-09-15,25.9,,
15,25.9,80.0,Moderate
2018-09-16,25.9,,
16,25.9,80.0,Moderate
2018-09-17,22.2,,
17,22.2,72.0,Moderate
2018-09-18,27.8,,
18,27.8,84.0,Moderate
2018-09-19,25.9,,
19,25.9,80.0,Moderate
2018-09-20,21.9,,
20,21.9,72.0,Moderate
2018-09-21,18.3,,
21,18.3,64.0,Moderate
2018-09-22,35.2,,
22,35.2,100.0,Moderate
2018-09-23,25.9,,
23,25.9,80.0,Moderate
2018-09-24,16.5,,
24,16.5,60.0,Moderate
2018-09-25,25.9,,
25,25.9,80.0,Moderate
2018-09-26,27.8,,
26,27.8,84.0,Moderate
2018-09-27,27.8,,
27,27.8,84.0,Moderate
2018-09-28,24.1,,
28,24.1,76.0,Moderate
2018-09-29,24.1,,
29,24.1,76.0,Moderate
2018-09-30,27.8,,
30,27.8,84.0,Moderate
2018-09-,28.3,,
,28.3,85.0,Moderate
2018-10-1,25.9,,
1,25.9,80.0,Moderate
2018-10-2,22.2,,
2,22.2,72.0,Moderate
2018-10-3,29.4,,
3,29.4,87.0,Moderate
2018-10-4,22.2,,
4,22.2,72.0,Moderate
2018-10-5,18.3,,
5,18.3,64.0,Moderate
2018-10-6,18.3,,
6,18.3,64.0,Moderate
2018-10-7,22.2,,
7,22.2,72.0,Moderate
2018-10-8,25.9,,
8,25.9,80.0,Moderate
2018-10-9,22.2,,
9,22.2,72.0,Moderate
2018-10-10,18.3,,
10,18.3,64.0,Moderate
2018-10-11,20.6,,
11,20.6,69.0,Moderate
2018-10-12,16.5,,
12,16.5,60.0,Moderate
2018-10-13,22.2,,
13,22.2,72.0,Moderate
2018-10-14,24.1,,
14,24.1,76.0,Moderate
2018-10-15,24.1,,
15,24.1,76.0,Moderate
2018-10-16,22.2,,
16,22.2,72.0,Moderate
2018-10-17,18.3,,
17,18.3,64.0,Moderate
2018-10-18,28.7,,
18,28.7,86.0,Moderate
2018-10-19,27.8,,
19,27.8,84.0,Moderate
2018-10-20,18.3,,
20,18.3,64.0,Moderate
2018-10-21,18.3,,
21,18.3,64.0,Moderate
2018-10-22,22.2,,
22,22.2,72.0,Moderate
2018-10-23,25.9,,
23,25.9,80.0,Moderate
2018-10-24,22.2,,
24,22.2,72.0,Moderate
2018-10-25,22.2,,
25,22.2,72.0,Moderate
2018-10-26,13,,
26,13.0,53.0,Moderate
2018-10-27,16.5,,
27,16.5,60.0,Moderate
2018-10-28,22.2,,
28,22.2,72.0,Moderate
2018-10-29,24.1,,
29,24.1,76.0,Moderate
2018-10-30,18.3,,
30,18.3,64.0,Moderate
2018-10-31,14.8,,
31,14.8,57.0,Moderate
2018-10-,21.5,,
,21.5,71.0,Moderate
2018-11-1,16.5,,
1,16.5,60.0,Moderate
2018-11-2,16.5,,
2,16.5,60.0,Moderate
2018-11-3,18.3,,
3,18.3,64.0,Moderate
2018-11-4,31.7,,
4,31.7,92.0,Moderate
2018-11-5,22.2,,
5,22.2,72.0,Moderate
2018-11-6,24.1,,
6,24.1,76.0,Moderate
2018-11-7,22.2,,
7,22.2,72.0,Moderate
2018-11-8,25.9,,
8,25.9,80.0,Moderate
2018-11-9,20.6,,
9,20.6,69.0,Moderate
2018-11-10,18.3,,
10,18.3,64.0,Moderate
2018-11-11,18.3,,
11,18.3,64.0,Moderate
2018-11-12,22.2,,
12,22.2,72.0,Moderate
2018-11-13,22.2,,
13,22.2,72.0,Moderate
2018-11-14,25.9,,
14,25.9,80.0,Moderate
2018-11-15,20.6,,
15,20.6,69.0,Moderate
2018-11-16,22.2,,
16,22.2,72.0,Moderate
2018-11-17,-,,
17,,,Invalid
2018-11-18,-,,
18,,,Invalid
2018-11-19,-,,
19,,,Invalid
2018-11-20,-,,
20,,,Invalid
2018-11-21,-,,
21,,,Invalid
2018-11-22,-,,
22,,,Invalid
2018-11-23,37,,
23,37.0,105.0,Unhealthy for Sensitive Groups
2018-11-24,24.1,,
24,24.1,76.0,Moderate
2018-11-25,18.3,,
25,18.3,64.0,Moderate
2018-11-26,33.5,,
26,33.5,96.0,Moderate
2018-11-27,14.8,,
27,14.8,57.0,Moderate
2018-11-28,18.3,,
28,18.3,64.0,Moderate
2018-11-29,35.2,,
29,35.2,100.0,Moderate
2018-11-30,14.8,,
30,14.8,57.0,Moderate
2018-11-,22.7,,
,22.7,73.0,Moderate
2018-12-1,25.9,,
1,25.9,80.0,Moderate
2018-12-2,18.3,,
2,18.3,64.0,Moderate
2018-12-3,16.5,,
3,16.5,60.0,Moderate
2018-12-4,27.8,,
4,27.8,84.0,Moderate
2018-12-5,22.2,,
5,22.2,72.0,Moderate
2018-12-6,14.8,,
6,14.8,57.0,Moderate
2018-12-7,20.6,,
7,20.6,69.0,Moderate
2018-12-8,22.2,,
8,22.2,72.0,Moderate
2018-12-9,25.9,,
9,25.9,80.0,Moderate
2018-12-10,18.3,,
10,18.3,64.0,Moderate
2018-12-11,24.1,,
11,24.1,76.0,Moderate
2018-12-12,22.2,,
12,22.2,72.0,Moderate
2018-12-13,25.9,,
13,25.9,80.0,Moderate
2018-12-14,33.5,,
14,33.5,96.0,Moderate
2018-12-15,42.4,,
15,42.4,118.0,Unhealthy for Sensitive Groups
2018-12-16,46.5,,
16,46.5,128.0,Unhealthy for Sensitive Groups
2018-12-17,33.5,,
17,33.5,96.0,Moderate
2018-12-18,22.2,,
18,22.2,72.0,Moderate
2018-12-19,18.3,,
19,18.3,64.0,Moderate
2018-12-20,18.3,,
20,18.3,64.0,Moderate
2018-12-21,18.3,,
21,18.3,64.0,Moderate
2018-12-22,16.5,,
22,16.5,60.0,Moderate
2018-12-23,18.3,,
23,18.3,64.0,Moderate
2018-12-24,31.7,,
24,31.7,92.0,Moderate
2018-12-25,18.3,,
25,18.3,64.0,Moderate
2018-12-26,22.2,,
26,22.2,72.0,Moderate
2018-12-27,14.8,,
27,14.8,57.0,Moderate
2018-12-28,16.5,,
28,16.5,60.0,Moderate
2018-12-29,11.1,,
29,11.1,46.0,Good
2018-12-30,13,,
30,13.0,53.0,Moderate
2018-12-31,24.1,,
31,24.1,76.0,Moderate
2018-12-,22.7,,
,22.7,73.0,Moderate
