Date,PM2.5
2015-04-9,20.6
2015-04-10,25.9
2015-04-11,28.7
2015-04-12,22.2
2015-04-13,18.3
2015-04-14,33.5
2015-04-15,21.7
2015-04-16,22.2
2015-04-17,25.2
2015-04-18,29.4
2015-04-19,33.5
2015-04-20,25.9
2015-04-21,24.1
2015-04-22,28.7
2015-04-23,27.8
2015-04-24,39.6
2015-04-25,25.2
2015-04-26,33.5
2015-04-27,25.9
2015-04-28,29.4
2015-04-29,27.8
2015-04-30,27.8
2015-04-,27.8
2015-05-1,21.7
2015-05-2,20.6
2015-05-3,24.1
2015-05-4,22.2
2015-05-5,25.9
2015-05-6,27.8
2015-05-7,35.2
2015-05-8,27.8
2015-05-9,27.8
2015-05-10,25.9
2015-05-11,28.7
2015-05-12,27.8
2015-05-13,24.1
2015-05-14,27.8
2015-05-15,25.9
2015-05-16,33.5
2015-05-17,29.4
2015-05-18,25.9
2015-05-19,27.8
2015-05-20,27.8
2015-05-21,33.5
2015-05-22,33.5
2015-05-23,33.5
2015-05-24,44.6
2015-05-25,40.7
2015-05-26,33.5
2015-05-27,28.7
2015-05-28,31.7
2015-05-29,22.2
2015-05-30,31.7
2015-05-31,27.8
2015-05-,29
2015-06-1,25.9
2015-06-2,37
2015-06-3,55.4
2015-06-4,40.7
2015-06-5,31.7
2015-06-6,29.4
2015-06-7,33.5
2015-06-8,22.2
2015-06-9,25.9
2015-06-10,25.9
2015-06-11,25.9
2015-06-12,27.8
2015-06-13,37
2015-06-14,46.5
2015-06-15,43.2
2015-06-16,29.4
2015-06-17,27.8
2015-06-18,50.4
2015-06-19,22.2
2015-06-20,27.8
2015-06-21,33.5
2015-06-22,37
2015-06-23,33.5
2015-06-24,37
2015-06-25,27.8
2015-06-26,33.5
2015-06-27,31.7
2015-06-28,33.5
2015-06-29,38.9
2015-06-30,44.6
2015-06-,33.9
2015-07-1,39.6
2015-07-2,42.4
2015-07-3,48.2
2015-07-4,44.6
2015-07-5,46.5
2015-07-6,37
2015-07-7,40.7
2015-07-8,43.2
2015-07-9,38.9
2015-07-10,46.5
2015-07-11,27.8
2015-07-12,28.7
2015-07-13,31.7
2015-07-14,35.2
2015-07-15,44.6
2015-07-16,40.7
2015-07-17,31.7
2015-07-18,31.7
2015-07-19,37
2015-07-20,29.4
2015-07-21,42.4
2015-07-22,25.9
2015-07-23,35.2
2015-07-24,28.7
2015-07-25,29.4
2015-07-26,33.5
2015-07-27,33.5
2015-07-28,40.7
2015-07-29,37
2015-07-30,29.4
2015-07-31,37
2015-07-,36.7
2015-08-1,37
2015-08-2,29.4
2015-08-3,29.4
2015-08-4,35.2
2015-08-5,38.9
2015-08-6,27.8
2015-08-7,22.2
2015-08-8,25.9
2015-08-9,35.2
2015-08-10,18.3
2015-08-11,18.3
2015-08-12,24.1
2015-08-13,22.2
2015-08-14,25.9
2015-08-15,25.9
2015-08-16,25.9
2015-08-17,27.8
2015-08-18,27.8
2015-08-19,35.2
2015-08-20,42.4
2015-08-21,40.7
2015-08-22,33.5
2015-08-23,28.7
2015-08-24,32.4
2015-08-25,29.4
2015-08-26,29.4
2015-08-27,22.2
2015-08-28,22.2
2015-08-29,25.9
2015-08-30,25.9
2015-08-31,29.4
2015-08-,28.9
2015-09-1,22.2
2015-09-2,28.7
2015-09-3,27.8
2015-09-4,18.3
2015-09-5,25.9
2015-09-6,33.5
2015-09-7,24.1
2015-09-8,22.2
2015-09-9,27.8
2015-09-10,24.1
2015-09-11,22.2
2015-09-12,22.2
2015-09-13,29.4
2015-09-14,29.4
2015-09-15,25.2
2015-09-16,25.2
2015-09-17,22.2
2015-09-18,25.9
2015-09-19,24.1
2015-09-20,29.4
2015-09-21,55.4
2015-09-22,20.6
2015-09-23,28.7
2015-09-24,27.8
2015-09-25,38.9
2015-09-26,33.5
2015-09-27,25.2
2015-09-28,22.2
2015-09-29,22.2
2015-09-30,18.3
2015-09-,26.8
2015-10-1,18.3
2015-10-2,21.7
2015-10-3,25.9
2015-10-4,25.2
2015-10-5,22.2
2015-10-6,18.3
2015-10-7,21.7
2015-10-8,25.9
2015-10-9,22.2
2015-10-10,25.9
2015-10-11,22.2
2015-10-12,18.3
2015-10-13,22.2
2015-10-14,22.2
2015-10-15,22.2
2015-10-16,18.3
2015-10-17,22.2
2015-10-18,22.2
2015-10-19,25.9
2015-10-20,44.6
2015-10-21,14.8
2015-10-22,20.6
2015-10-23,18.3
2015-10-24,22.2
2015-10-25,25.9
2015-10-26,29.4
2015-10-27,29.4
2015-10-28,35.9
2015-10-29,32.4
2015-10-30,29.4
2015-10-31,27.8
2015-10-,24.3
2015-11-1,27.8
2015-11-2,24.1
2015-11-3,18.3
2015-11-4,25.9
2015-11-5,18.3
2015-11-6,22.2
2015-11-7,20.6
2015-11-8,14.8
2015-11-9,18.3
2015-11-10,18.3
2015-11-11,20.6
2015-11-12,16.5
2015-11-13,25.9
2015-11-14,22.2
2015-11-15,18.3
2015-11-16,20.6
2015-11-17,18.3
2015-11-18,18.3
2015-11-19,18.3
2015-11-20,18.3
2015-11-21,25.9
2015-11-22,18.3
2015-11-23,20.6
2015-11-24,33.5
2015-11-25,21.7
2015-11-26,16.5
2015-11-27,16.5
2015-11-28,25.9
2015-11-29,29.4
2015-11-30,21.7
2015-11-,21.2
2015-12-1,18.3
2015-12-2,14.8
2015-12-3,13
2015-12-4,20.6
2015-12-5,14.8
2015-12-6,14.8
2015-12-7,14.8
2015-12-8,14.8
2015-12-9,25.9
2015-12-10,40.7
2015-12-11,43.2
2015-12-12,18.3
2015-12-13,18.3
2015-12-14,24.1
2015-12-15,14.8
2015-12-16,25.2
2015-12-17,22.2
2015-12-18,25.9
2015-12-19,18.3
2015-12-20,16.5
2015-12-21,18.3
2015-12-22,16.5
2015-12-23,20.6
2015-12-24,22.2
2015-12-25,14.8
2015-12-26,20.6
2015-12-27,13
2015-12-28,18.3
2015-12-29,14.8
2015-12-30,14.8
2015-12-31,-
2015-12-,19.8
