Date,PM2.5
2016-06-7,38.9
2016-06-8,37
2016-06-9,35.2
2016-06-10,79.1
2016-06-11,37
2016-06-12,37
2016-06-13,40.7
2016-06-14,35.9
2016-06-15,37
2016-06-16,37
2016-06-17,40.7
2016-06-18,46.5
2016-06-19,37
2016-06-20,37
2016-06-21,33.5
2016-06-22,29.4
2016-06-23,22.2
2016-06-24,24.1
2016-06-25,27.8
2016-06-26,25.9
2016-06-27,18.3
2016-06-28,63
2016-06-29,33.5
2016-06-30,20.6
2016-06-,35.1
2016-07-1,25.9
2016-07-2,35.9
2016-07-3,29.4
2016-07-4,27.8
2016-07-5,42.4
2016-07-6,37
2016-07-7,33.5
2016-07-8,27.8
2016-07-9,24.1
2016-07-10,28.7
2016-07-11,27.8
2016-07-12,24.1
2016-07-13,18.3
2016-07-14,27.8
2016-07-15,27.8
2016-07-16,25.9
2016-07-17,32.4
2016-07-18,37
2016-07-19,32.4
2016-07-20,37
2016-07-21,29.4
2016-07-22,28.7
2016-07-23,29.4
2016-07-24,22.2
2016-07-25,24.1
2016-07-26,24.1
2016-07-27,27.8
2016-07-28,32.4
2016-07-29,37
2016-07-30,27.8
2016-07-31,27.8
2016-07-,29.5
2016-08-1,33.5
2016-08-2,24.1
2016-08-3,24.1
2016-08-4,29.4
2016-08-5,27.8
2016-08-6,50.4
2016-08-7,20.6
2016-08-8,22.2
2016-08-9,27.8
2016-08-10,28.7
2016-08-11,24.1
2016-08-12,27.8
2016-08-13,27.8
2016-08-14,27.8
2016-08-15,33.5
2016-08-16,31.7
2016-08-17,25.9
2016-08-18,27.8
2016-08-19,27.8
2016-08-20,27.8
2016-08-21,27.8
2016-08-22,27.8
2016-08-23,27.8
2016-08-24,27.8
2016-08-25,37
2016-08-26,25.9
2016-08-27,81.7
2016-08-28,29.4
2016-08-29,25.9
2016-08-30,43.2
2016-08-31,25.9
2016-08-,30.7
2016-09-1,22.2
2016-09-2,25.9
2016-09-3,37
2016-09-4,31.7
2016-09-5,33.5
2016-09-6,27.8
2016-09-7,25.9
2016-09-8,29.4
2016-09-9,24.1
2016-09-10,33.5
2016-09-11,25.6
2016-09-12,25.6
2016-09-13,25.9
2016-09-14,22.2
2016-09-15,25.9
2016-09-16,27.8
2016-09-17,29.4
2016-09-18,29.4
2016-09-19,38.9
2016-09-20,33.5
2016-09-21,33.5
2016-09-22,35.2
2016-09-23,33.5
2016-09-24,37
2016-09-25,31.7
2016-09-26,27.8
2016-09-27,35.2
2016-09-28,35.2
2016-09-29,25.6
2016-09-30,21.9
2016-09-,29.7
2016-10-1,25.9
2016-10-2,22.2
2016-10-3,25.9
2016-10-4,25.9
2016-10-5,27.8
2016-10-6,22.2
2016-10-7,28.7
2016-10-8,22.2
2016-10-9,24.1
2016-10-10,22.2
2016-10-11,24.1
2016-10-12,24.1
2016-10-13,18.3
2016-10-14,18.3
2016-10-15,22.2
2016-10-16,22.2
2016-10-17,35.2
2016-10-18,25.9
2016-10-19,27.8
2016-10-20,25.9
2016-10-21,22.2
2016-10-22,22.2
2016-10-23,22.2
2016-10-24,22.2
2016-10-25,18.3
2016-10-26,18.3
2016-10-27,18.3
2016-10-28,22.2
2016-10-29,14.8
2016-10-30,18.3
2016-10-31,14.8
2016-10-,22.7
2016-11-1,13
2016-11-2,16.5
2016-11-3,14.8
2016-11-4,24.1
2016-11-5,20.6
2016-11-6,14.8
2016-11-7,14.8
2016-11-8,18.3
2016-11-9,20.6
2016-11-10,22.2
2016-11-11,-
2016-11-12,31.7
2016-11-13,22.2
2016-11-14,18.3
2016-11-15,20.6
2016-11-16,20.6
2016-11-17,25.9
2016-11-18,14.8
2016-11-19,18.3
2016-11-20,22.2
2016-11-21,18.3
2016-11-22,18.3
2016-11-23,14.8
2016-11-24,25.9
2016-11-25,25.9
2016-11-26,14.8
2016-11-27,14.8
2016-11-28,14.8
2016-11-29,18.3
2016-11-30,14.8
2016-11-,19.1
2016-12-1,25.9
2016-12-2,22.2
2016-12-3,14.8
2016-12-4,14.8
2016-12-5,14.8
2016-12-6,14.8
2016-12-7,11.1
2016-12-8,18.3
2016-12-9,18.3
2016-12-10,22.2
2016-12-11,16.5
2016-12-12,18.3
2016-12-13,24.1
2016-12-14,27.8
2016-12-15,18.3
2016-12-16,18.3
2016-12-17,16.5
2016-12-18,14.8
2016-12-19,14.8
2016-12-20,18.3
2016-12-21,16.5
2016-12-22,14.8
2016-12-23,16.5
2016-12-24,22.2
2016-12-25,37
2016-12-26,11.1
2016-12-27,18.3
2016-12-28,13
2016-12-29,18.3
2016-12-30,18.3
2016-12-31,-
2016-12-,18.4
