Date,PM2.5
2019-12-15,18.3
2019-12-16,22.2
2019-12-17,25.9
2019-12-18,14.8
2019-12-19,7.6
2019-12-20,7.6
2019-12-21,18.3
2019-12-22,25.9
2019-12-23,18.3
2019-12-24,14.8
2019-12-25,14.8
2019-12-26,9.4
2019-12-27,3.5
2019-12-28,14.8
2019-12-29,18.3
2019-12-30,7.6
2019-12-31,18.3
2019-12-,17
