Date,PM2.5
2017-05-16,22.2
2017-05-17,37
2017-05-18,31.7
2017-05-19,37
2017-05-20,42.4
2017-05-21,36.7
2017-05-22,37
2017-05-23,55.4
2017-05-24,40.7
2017-05-25,42.4
2017-05-26,31.7
2017-05-27,25.9
2017-05-28,27.8
2017-05-29,29.4
2017-05-30,22.2
2017-05-31,22.2
2017-05-,31.1
2017-06-1,25.6
2017-06-2,25.9
2017-06-3,25.9
2017-06-4,31.7
2017-06-5,25.9
2017-06-6,33.5
2017-06-7,29.4
2017-06-8,27.8
2017-06-9,33.5
2017-06-10,29.4
2017-06-11,29.4
2017-06-12,31.7
2017-06-13,33.5
2017-06-14,31.7
2017-06-15,33.5
2017-06-16,48.2
2017-06-17,37
2017-06-18,33.5
2017-06-19,37
2017-06-20,31.7
2017-06-21,33.5
2017-06-22,37
2017-06-23,25.6
2017-06-24,25.9
2017-06-25,16.5
2017-06-26,22.2
2017-06-27,22.2
2017-06-28,18.3
2017-06-29,48.2
2017-06-30,29.4
2017-06-,30.5
2017-07-1,33.5
2017-07-2,29.4
2017-07-3,37
2017-07-4,40.7
2017-07-5,37
2017-07-6,37
2017-07-7,29.4
2017-07-8,25.9
2017-07-9,40.7
2017-07-10,33.5
2017-07-11,37
2017-07-12,33.2
2017-07-13,27.8
2017-07-14,25.9
2017-07-15,40.7
2017-07-16,29.4
2017-07-17,35.2
2017-07-18,22.2
2017-07-19,27.8
2017-07-20,22.2
2017-07-21,25.9
2017-07-22,22.2
2017-07-23,24.1
2017-07-24,27.8
2017-07-25,37
2017-07-26,24.1
2017-07-27,31.7
2017-07-28,25.6
2017-07-29,22.2
2017-07-30,31.7
2017-07-31,25.9
2017-07-,30.4
2017-08-1,27.8
2017-08-2,27.8
2017-08-3,38.9
2017-08-4,33.5
2017-08-5,24.1
2017-08-6,27.8
2017-08-7,20.6
2017-08-8,22.2
2017-08-9,25.9
2017-08-10,31.7
2017-08-11,35.2
2017-08-12,40.7
2017-08-13,42.4
2017-08-14,33.5
2017-08-15,29.4
2017-08-16,37
2017-08-17,44.6
2017-08-18,25.9
2017-08-19,29.4
2017-08-20,25.9
2017-08-21,40.7
2017-08-22,22.2
2017-08-23,22.2
2017-08-24,25.9
2017-08-25,35.2
2017-08-26,29.4
2017-08-27,22.2
2017-08-28,25.9
2017-08-29,24.1
2017-08-30,46.5
2017-08-31,27.8
2017-08-,30.5
2017-09-1,22.2
2017-09-2,27.8
2017-09-3,25.9
2017-09-4,22.2
2017-09-5,29.4
2017-09-6,25.9
2017-09-7,22.2
2017-09-8,31.7
2017-09-9,25.9
2017-09-10,24.1
2017-09-11,18.3
2017-09-12,22.2
2017-09-13,29.4
2017-09-14,22.2
2017-09-15,18.3
2017-09-16,22.2
2017-09-17,21.9
2017-09-18,21.9
2017-09-19,16.5
2017-09-20,18.3
2017-09-21,18.3
2017-09-22,20.6
2017-09-23,22.2
2017-09-24,24.1
2017-09-25,21.9
2017-09-26,18.3
2017-09-27,18.3
2017-09-28,24.1
2017-09-29,20.6
2017-09-30,22.2
2017-09-,22.6
2017-10-1,27.8
2017-10-2,27.8
2017-10-3,18.3
2017-10-4,18.3
2017-10-5,14.8
2017-10-6,11.1
2017-10-7,22.2
2017-10-8,14.8
2017-10-9,11.1
2017-10-10,18.3
2017-10-11,22.2
2017-10-12,14.8
2017-10-13,18.3
2017-10-14,18.3
2017-10-15,18.3
2017-10-16,22.2
2017-10-17,18.3
2017-10-18,16.5
2017-10-19,16.5
2017-10-20,18.3
2017-10-21,25.9
2017-10-22,29.4
2017-10-23,27.8
2017-10-24,22.2
2017-10-25,18.3
2017-10-26,18.3
2017-10-27,14.8
2017-10-28,18.3
2017-10-29,11.1
2017-10-30,13
2017-10-31,22.2
2017-10-,19
2017-11-1,25.9
2017-11-2,13
2017-11-3,22.2
2017-11-4,13
2017-11-5,16.5
2017-11-6,9.4
2017-11-7,20.6
2017-11-8,22.2
2017-11-9,14.8
2017-11-10,11.1
2017-11-11,11.1
2017-11-12,14.8
2017-11-13,22.2
2017-11-14,18.3
2017-11-15,14.8
2017-11-16,27.8
2017-11-17,22.2
2017-11-18,16.5
2017-11-19,20.6
2017-11-20,20.6
2017-11-21,14.8
2017-11-22,11.1
2017-11-23,9.4
2017-11-24,13
2017-11-25,11.1
2017-11-26,13
2017-11-27,10.7
2017-11-28,22.2
2017-11-29,11.1
2017-11-30,33.5
2017-11-,16.9
2017-12-1,11.1
2017-12-2,11.1
2017-12-3,18.3
2017-12-4,27.8
2017-12-5,40.7
2017-12-6,35.2
2017-12-7,18.3
2017-12-8,22.2
2017-12-9,14.8
2017-12-10,22.2
2017-12-11,20.6
2017-12-12,22.2
2017-12-13,22.2
2017-12-14,27.8
2017-12-15,33.5
2017-12-16,48.2
2017-12-17,46.5
2017-12-18,38.9
2017-12-19,27.8
2017-12-20,18.3
2017-12-21,29.4
2017-12-22,33.5
2017-12-23,20.6
2017-12-24,25.9
2017-12-25,22.2
2017-12-26,14.8
2017-12-27,22.2
2017-12-28,25.9
2017-12-29,25.9
2017-12-30,18.3
2017-12-31,-
2017-12-,25.5
