Date,PM2.5
2014-08-6,31.7
2014-08-7,57.6
2014-08-8,32.4
2014-08-9,22.2
2014-08-10,29.4
2014-08-11,33.5
2014-08-12,37
2014-08-13,40.7
2014-08-14,44.6
2014-08-15,38.9
2014-08-16,44.6
2014-08-17,31.7
2014-08-18,27.8
2014-08-19,25.9
2014-08-20,31.7
2014-08-21,46.5
2014-08-22,35.2
2014-08-23,25.9
2014-08-24,29.4
2014-08-25,38.9
2014-08-26,44.6
2014-08-27,42.4
2014-08-28,43.2
2014-08-29,35.9
2014-08-30,25.2
2014-08-31,29.4
2014-08-,35.9
2014-09-1,32.4
2014-09-2,50
2014-09-3,37
2014-09-4,35.2
2014-09-5,38.9
2014-09-6,33.5
2014-09-7,29.4
2014-09-8,35.2
2014-09-9,33.5
2014-09-10,29.4
2014-09-11,33.5
2014-09-12,35.9
2014-09-13,37
2014-09-14,31.7
2014-09-15,27.8
2014-09-16,29.4
2014-09-17,29.4
2014-09-18,37
2014-09-19,35.2
2014-09-20,33.5
2014-09-21,31.7
2014-09-22,31.7
2014-09-23,38.9
2014-09-24,40.7
2014-09-25,44.6
2014-09-26,50.4
2014-09-27,39.6
2014-09-28,43.2
2014-09-29,35.2
2014-09-30,40.7
2014-09-,36.1
2014-10-1,27.8
2014-10-2,35.9
2014-10-3,33.5
2014-10-4,37
2014-10-5,38.9
2014-10-6,29.4
2014-10-7,28.7
2014-10-8,22.2
2014-10-9,20.6
2014-10-10,21.7
2014-10-11,18.3
2014-10-12,22.2
2014-10-13,33.5
2014-10-14,38.9
2014-10-15,18.3
2014-10-16,20.6
2014-10-17,22.2
2014-10-18,22.2
2014-10-19,24.1
2014-10-20,50.4
2014-10-21,25.9
2014-10-22,20.6
2014-10-23,22.2
2014-10-24,18.3
2014-10-25,14.8
2014-10-26,22.2
2014-10-27,24.1
2014-10-28,18.3
2014-10-29,20.6
2014-10-30,20.6
2014-10-31,35.2
2014-10-,26.1
2014-11-1,27.8
2014-11-2,18.3
2014-11-3,29.4
2014-11-4,25.9
2014-11-5,46.9
2014-11-6,25.9
2014-11-7,18.3
2014-11-8,22.2
2014-11-9,40.7
2014-11-10,22.2
2014-11-11,18.3
2014-11-12,18.3
2014-11-13,24.1
2014-11-14,25.9
2014-11-15,18.3
2014-11-16,16.5
2014-11-17,18.3
2014-11-18,22.2
2014-11-19,14.8
2014-11-20,32.4
2014-11-21,18
2014-11-22,18.3
2014-11-23,22.2
2014-11-24,22.2
2014-11-25,18.3
2014-11-26,22.2
2014-11-27,25.2
2014-11-28,20.6
2014-11-29,20.6
2014-11-30,25.9
2014-11-,23.3
2014-12-1,18.3
2014-12-2,18.3
2014-12-3,20.6
2014-12-4,18.3
2014-12-5,18.3
2014-12-6,18.3
2014-12-7,18.3
2014-12-8,11.1
2014-12-9,13
2014-12-10,22.2
2014-12-11,22.2
2014-12-12,20.6
2014-12-13,24.1
2014-12-14,16.5
2014-12-15,16.5
2014-12-16,14.8
2014-12-17,14.8
2014-12-18,11.1
2014-12-19,14.8
2014-12-20,20.6
2014-12-21,18.3
2014-12-22,16.5
2014-12-23,22.2
2014-12-24,31.7
2014-12-25,22.2
2014-12-26,25.9
2014-12-27,14.4
2014-12-28,18.3
2014-12-29,22.2
2014-12-30,22.2
2014-12-31,-
2014-12-,18.9
