Date,PM2.5
2018-08-3,40.7
2018-08-4,48.2
2018-08-5,37
2018-08-6,38.9
2018-08-7,29.4
2018-08-8,18.3
2018-08-9,16.5
2018-08-10,24.1
2018-08-11,37
2018-08-12,33.5
2018-08-13,24.1
2018-08-14,24.1
2018-08-15,25.9
2018-08-16,27.8
2018-08-17,25.9
2018-08-18,29.4
2018-08-19,25.9
2018-08-20,25.9
2018-08-21,27.8
2018-08-22,25.9
2018-08-23,29.4
2018-08-24,25.9
2018-08-25,31.7
2018-08-26,33.5
2018-08-27,24.1
2018-08-28,25.9
2018-08-29,27.8
2018-08-30,33.5
2018-08-31,33.5
2018-08-,29.7
2018-09-1,24.1
2018-09-2,35.2
2018-09-3,29.4
2018-09-4,37
2018-09-5,37
2018-09-6,37
2018-09-7,33.5
2018-09-8,25.9
2018-09-9,27.8
2018-09-10,35.2
2018-09-11,33.5
2018-09-12,33.5
2018-09-13,31.7
2018-09-14,25.9
2018-09-15,25.9
2018-09-16,25.9
2018-09-17,22.2
2018-09-18,27.8
2018-09-19,25.9
2018-09-20,21.9
2018-09-21,18.3
2018-09-22,35.2
2018-09-23,25.9
2018-09-24,16.5
2018-09-25,25.9
2018-09-26,27.8
2018-09-27,27.8
2018-09-28,24.1
2018-09-29,24.1
2018-09-30,27.8
2018-09-,28.3
2018-10-1,25.9
2018-10-2,22.2
2018-10-3,29.4
2018-10-4,22.2
2018-10-5,18.3
2018-10-6,18.3
2018-10-7,22.2
2018-10-8,25.9
2018-10-9,22.2
2018-10-10,18.3
2018-10-11,20.6
2018-10-12,16.5
2018-10-13,22.2
2018-10-14,24.1
2018-10-15,24.1
2018-10-16,22.2
2018-10-17,18.3
2018-10-18,28.7
2018-10-19,27.8
2018-10-20,18.3
2018-10-21,18.3
2018-10-22,22.2
2018-10-23,25.9
2018-10-24,22.2
2018-10-25,22.2
2018-10-26,13
2018-10-27,16.5
2018-10-28,22.2
2018-10-29,24.1
2018-10-30,18.3
2018-10-31,14.8
2018-10-,21.5
2018-11-1,16.5
2018-11-2,16.5
2018-11-3,18.3
2018-11-4,31.7
2018-11-5,22.2
2018-11-6,24.1
2018-11-7,22.2
2018-11-8,25.9
2018-11-9,20.6
2018-11-10,18.3
2018-11-11,18.3
2018-11-12,22.2
2018-11-13,22.2
2018-11-14,25.9
2018-11-15,20.6
2018-11-16,22.2
2018-11-17,-
2018-11-18,-
2018-11-19,-
2018-11-20,-
2018-11-21,-
2018-11-22,-
2018-11-23,37
2018-11-24,24.1
2018-11-25,18.3
2018-11-26,33.5
2018-11-27,14.8
2018-11-28,18.3
2018-11-29,35.2
2018-11-30,14.8
2018-11-,22.7
2018-12-1,25.9
2018-12-2,18.3
2018-12-3,16.5
2018-12-4,27.8
2018-12-5,22.2
2018-12-6,14.8
2018-12-7,20.6
2018-12-8,22.2
2018-12-9,25.9
2018-12-10,18.3
2018-12-11,24.1
2018-12-12,22.2
2018-12-13,25.9
2018-12-14,33.5
2018-12-15,42.4
2018-12-16,46.5
2018-12-17,33.5
2018-12-18,22.2
2018-12-19,18.3
2018-12-20,18.3
2018-12-21,18.3
2018-12-22,16.5
2018-12-23,18.3
2018-12-24,31.7
2018-12-25,18.3
2018-12-26,22.2
2018-12-27,14.8
2018-12-28,16.5
2018-12-29,11.1
2018-12-30,13
2018-12-31,24.1
2018-12-,22.7
