Date,PM2.5
2021-08-29,22.2
2021-08-30,22.2
2021-08-31,21.9
2021-08-,22.8
2021-09-1,25.6
2021-09-2,18.3
2021-09-3,22.2
2021-09-4,18.3
2021-09-5,18.3
2021-09-6,18.3
2021-09-7,14.8
2021-09-8,18.3
2021-09-9,11.1
2021-09-10,18.3
2021-09-11,18.3
2021-09-12,18.3
2021-09-13,14.8
2021-09-14,18.3
2021-09-15,22.2
2021-09-16,10.7
2021-09-17,14.8
2021-09-18,18.3
2021-09-19,22.2
2021-09-20,25.9
2021-09-21,22.2
2021-09-22,18.3
2021-09-23,18.3
2021-09-24,37
2021-09-25,14.8
2021-09-26,14.8
2021-09-27,11.1
2021-09-28,18.3
2021-09-29,33.5
2021-09-30,37
2021-09-,19.8
2021-10-1,36.7
2021-10-2,14.8
2021-10-3,22.2
2021-10-4,25.6
2021-10-5,22.2
2021-10-6,14.8
2021-10-7,11.1
2021-10-8,14.8
2021-10-9,18.3
2021-10-10,22.2
2021-10-11,18.3
2021-10-12,11.1
2021-10-13,14.8
2021-10-14,14.8
2021-10-15,14.8
2021-10-16,18.3
2021-10-17,14.8
2021-10-18,11.1
2021-10-19,11.1
2021-10-20,14.8
2021-10-21,22.2
2021-10-22,25.9
2021-10-23,14.8
2021-10-24,11.1
2021-10-25,21.9
2021-10-26,11.1
2021-10-27,14.8
2021-10-28,14.8
2021-10-29,11.1
2021-10-30,11.1
2021-10-31,11.1
2021-10-,16.7
2021-11-1,14.8
2021-11-2,18.3
2021-11-3,18.3
2021-11-4,11.1
2021-11-5,14.8
2021-11-6,7.6
2021-11-7,-
2021-11-8,11.1
2021-11-9,11.1
2021-11-10,3.5
2021-11-11,11.1
2021-11-12,11.1
2021-11-13,7.6
2021-11-14,14.8
2021-11-15,11.1
2021-11-16,7.6
2021-11-17,18.3
2021-11-18,18.3
2021-11-19,18.3
2021-11-20,14.8
2021-11-21,22.2
2021-11-22,11.1
2021-11-23,33.5
2021-11-24,14.8
2021-11-25,11.1
2021-11-26,7.6
2021-11-27,14.8
2021-11-28,18.3
2021-11-29,14.8
2021-11-30,22.2
2021-11-,14.3
2021-12-1,14.8
2021-12-2,25.9
2021-12-3,11.1
2021-12-4,14.8
2021-12-5,7.6
2021-12-6,14.8
2021-12-7,18.3
2021-12-8,14.8
2021-12-9,11.1
2021-12-10,14.8
2021-12-11,14.8
2021-12-12,11.1
2021-12-13,14.8
2021-12-14,7.6
2021-12-15,11.1
2021-12-16,22.2
2021-12-17,22.2
2021-12-18,14.8
2021-12-19,11.1
2021-12-20,14.8
2021-12-21,14.8
2021-12-22,18.3
2021-12-23,11.1
2021-12-24,11.1
2021-12-25,14.8
2021-12-26,22.2
2021-12-27,11.1
2021-12-28,18.3
2021-12-29,14.8
2021-12-30,14.8
2021-12-31,25.9
2021-12-,15.2
